Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (AT),Day Ahead Auction (BE),Day Ahead Auction (BG),Day Ahead Auction (CH),Day Ahead Auction (CZ),Day Ahead Auction (DE-LU),Day Ahead Auction (DK1),Day Ahead Auction (DK2),Day Ahead Auction (EE),Day Ahead Auction (ES),Day Ahead Auction (FI),Day Ahead Auction (FR),Day Ahead Auction (GR),Day Ahead Auction (HR),Day Ahead Auction (HU),Day Ahead Auction (IE(SEM)),Day Ahead Auction (IT-Calabria),Day Ahead Auction (IT-Centre-North),Day Ahead Auction (IT-Centre-South),Day Ahead Auction (IT-North),Day Ahead Auction (IT-SACOAC),Day Ahead Auction (IT-SACODC),Day Ahead Auction (IT-Sardinia),Day Ahead Auction (IT-Sicily),Day Ahead Auction (IT-South),Day Ahead Auction (LT),Day Ahead Auction (LV),Day Ahead Auction (NL),Day Ahead Auction (NO1),Day Ahead Auction (NO2),Day Ahead Auction (NO2NSL),Day Ahead Auction (NO3),Day Ahead Auction (NO4),Day Ahead Auction (NO5),Day Ahead Auction (PL),Day Ahead Auction (PT),Day Ahead Auction (RO),Day Ahead Auction (RS),Day Ahead Auction (SE1),Day Ahead Auction (SE2),Day Ahead Auction (SE3),Day Ahead Auction (SE4),Day Ahead Auction (SI),Day Ahead Auction (SK)
,Power (MW),Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)","Price (EUR/MWh, EUR/tCO2)"
2022-01-03T13:00+00:00,97053.03,110974.97,185289.27,87.23,100.73,129.98,204.1,111.57,80.99,80.99,80.99,111.57,127.38,101.97,102.67,207.16,207.16,130,134,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16,111.57,111.57,138.18,133.75,133.75,118.01,39.94,39.94,133.75,111.57,127.38,130,176.61,47.99,47.99,80.99,80.99,207.16,111.57
2022-01-03T14:00+00:00,97130.42,114244.76,179417.86,102.38,117.23,180.01,207.37,111.39,98.05,98.05,98.05,111.39,112.87,98.05,112.87,230.36,265,180.02,136,265,265,265,265,265,265,265,265,265,111.39,111.39,143.1,137.72,137.72,114.34,39.95,39.95,137.72,111.39,112.87,180.02,178.52,47.71,47.71,98.05,98.05,265,111.39
2022-01-03T15:00+00:00,97084.65,119163.09,174193.63,124.51,128.57,180.06,224.46,124.51,123.51,120.55,120.55,124.51,126.8,120.55,126.8,202.03,270,180.07,137,270,270,270,270,270,270,270,270,270,124.51,124.51,136,137.48,137.48,132.82,42.41,42.41,137.48,120.27,126.8,180.07,209.13,47.1,47.1,120.55,120.55,270,124.51
2022-01-03T16:00+00:00,97238.9,122765.19,175161.15,148.49,148.49,153.43,220.21,148.49,148.49,139.57,139.57,148.49,148.49,139.57,148.49,245.55,292.36,153.44,179.49,300,300,300,300,300,300,300,300,300,148.49,148.49,148.49,143.73,143.73,149.07,46.38,46.38,143.73,120.27,148.49,153.44,257.28,46.38,46.38,139.57,139.57,292.36,148.49
2022-01-03T17:00+00:00,97337.28,125392.13,175239.93,148.1,162.12,148.09,214.11,138,138,134.69,134.69,138,175.06,134.69,175.06,252.79,265.43,148.1,251.91,300,300,300,300,300,300,300,382.14,300,138,138,214,145.13,145.13,172.99,45.7,45.7,145.13,120.27,175.06,148.1,230.42,45.7,45.7,134.69,134.69,265.43,138
2022-01-03T18:00+00:00,97435.53,125249.49,171828.41,133.51,123.91,135.53,204.11,117.64,117.64,114.82,114.82,117.64,180,114.82,180,234.7,240.1,135.54,220.92,275,275,275,275,275,275,275,382.14,275,117.64,117.64,192,142.81,142.81,164.47,45.2,45.2,142.81,117.64,180,135.54,208.95,45.2,45.2,114.82,114.82,240.1,117.64
2022-01-03T19:00+00:00,97305.72,121388.31,162941.39,125,120.7,124.99,201.1,117.71,117.71,117.71,92.91,117.71,153.77,92.91,146.43,176.6,221.16,125,184.08,221.16,221.16,221.16,221.16,221.16,221.16,221.16,382.14,221.16,117.71,117.71,149.8,142.22,142.22,168.58,43.84,43.84,142.22,117.61,153.77,125,193.74,43.84,43.84,92.91,92.91,221.16,117.71
2022-01-03T20:00+00:00,97045.09,116007.7,154598.14,98.9,111.01,98.9,196.13,95.95,95.95,95.95,72.39,95.95,141.94,72.39,105.71,199.08,199.08,98.9,154.56,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08,95.95,95.95,144.22,139.6,139.6,140.8,42.57,42.57,139.6,95.95,141.94,98.9,173.09,42.57,42.57,72.39,72.39,199.08,95.95
2022-01-03T21:00+00:00,96680.74,109365.42,149134.33,108.44,119.97,108.43,165.78,105.68,105.68,105.68,39.45,105.68,114.11,49.3,114.11,170,159.56,108.44,149.44,170,170,170,170,170,170,170,170,170,105.68,105.68,130,130.79,130.79,136.86,39.45,39.45,130.79,105.68,114.11,108.44,125.58,39.45,39.45,39.45,39.45,159.56,105.68
2022-01-03T22:00+00:00,96641.14,101441.63,142479.67,96.93,103.93,96.92,146.55,95.26,95.26,95.26,34.4,95.26,100.36,34.4,100.36,195,96.93,96.93,120.24,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01,95.26,95.26,110,113.64,113.64,122.24,34.4,34.4,113.64,95.26,100.36,96.93,100.07,34.4,34.4,34.4,34.4,96.93,95.26
2022-01-03T23:00+00:00,96148.06,96026.95,136595.92,110.14,129.18,55.9,127.03,103.7,103.7,103.7,39.99,103.7,125.47,39.99,125.47,226.64,110.14,110.14,129.7,150.55,150.55,150.55,150.55,150.55,150.55,150.55,150.55,150.55,103.7,103.7,194.9,131.71,131.71,121.2,39.91,39.91,131.71,103.7,125.47,55.91,113.25,39.99,39.99,39.99,39.99,110.14,103.7
2022-01-04T00:00+00:00,95555.24,92320.09,133751.9,110.21,115.55,53.04,111.97,108.27,108.27,108.27,37.14,104.14,115.55,37.14,115.55,226.64,110.21,110.21,138.18,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6,104.14,104.14,137.25,131.87,131.87,124.74,37.04,37.04,131.87,104.14,115.55,53.04,95.4,37.14,37.14,37.14,37.14,110.21,108.27
2022-01-04T01:00+00:00,95650.26,90574.88,130736.04,106.86,116.86,52.79,101.04,105.92,105.92,105.92,36.66,102.59,113.29,36.66,113.29,226.64,106.86,106.86,143,113.29,113.29,113.29,113.29,113.29,113.29,113.29,113.29,113.29,102.59,102.59,137.2,128.56,128.56,123.1,35.04,35.04,128.56,102.59,113.29,52.79,85.52,36.66,36.66,36.66,36.66,106.86,105.92
2022-01-04T02:00+00:00,95473.81,90615.65,127135.54,104.14,107.07,53.45,97.75,103.41,103.41,103.41,38.64,100.49,105.81,38.64,105.81,105.81,104.14,104.14,128.71,105.81,105.81,105.81,105.81,105.81,105.81,105.81,105.81,105.81,100.49,100.49,119.31,115.49,115.49,116.46,34.97,34.97,115.49,100.49,105.81,53.45,89.81,38.64,38.64,38.64,38.64,104.14,103.41
2022-01-04T03:00+00:00,96261.54,93619.75,124501.15,103.41,106.21,86.9,100.79,102.71,102.71,102.71,41.02,102.71,105,41.02,105,105,103.41,103.41,112.3,105,105,105,105,105,105,105,105,105,102.71,102.71,117.13,113.38,113.38,105,35.18,35.18,113.38,102.71,105,86.9,91.07,41.02,41.02,41.02,41.02,103.41,102.71
2022-01-04T04:00+00:00,96887.23,99755.94,125226.09,114.5,115.57,114.49,122.72,114.23,114.23,114.23,93.97,93.97,115.11,93.97,115.11,120,114.5,114.5,120,120,120,120,120,120,120,120,120,120,93.97,93.97,119.9,133.06,133.06,114.6,37.09,37.09,133.06,93.97,115.11,114.5,107.78,43.11,43.11,93.97,93.97,114.5,114.23
2022-01-04T05:00+00:00,97100.71,114205.73,131833.22,156.91,156.91,156.9,160.34,156.91,156.91,130.17,130.17,130.08,153.77,122.39,156.91,196,156.91,156.91,129.96,156.91,156.91,156.91,156.91,156.91,156.91,156.91,156.91,156.91,130.08,130.08,156.91,143.44,143.44,144.91,37.08,37.08,143.44,130.08,153.77,156.91,165.96,40.91,40.91,122.39,130.08,156.91,156.91
2022-01-04T06:00+00:00,97421.88,130829.74,138454.13,182.64,182.64,226.62,197.84,182.64,182.64,182.64,182.64,182.64,161.03,154.93,182.64,226.64,182.64,226.64,184.74,182.64,182.64,182.64,182.64,182.64,182.64,182.64,182.64,182.64,182.64,182.64,182.64,154.93,154.93,171.44,42.92,42.92,154.93,124.62,161.03,226.64,225.36,42.92,42.92,154.93,182.64,182.64,182.64
2022-01-04T07:00+00:00,97761.45,139528.65,145994.92,178.91,178.91,200.66,210.65,178.91,178.91,174.61,174.61,174.61,178.91,167.88,178.91,200.68,178.91,227.96,277,200,200,200,200,200,200,200,200,200,174.61,174.61,178.91,167.88,167.88,176.33,43.9,43.9,167.88,140.86,178.91,227.96,231.02,43.9,43.9,167.88,174.61,178.91,178.91
2022-01-04T08:00+00:00,98101.39,142926.09,150205.38,190,190,192.79,212.8,190,190,171.63,185.44,183.6,190,166.65,190,192.8,190,232.7,233,192.8,192.8,192.8,192.8,192.8,192.8,192.8,192.8,192.8,185.44,183.6,190,166.65,166.65,174.8,44.65,44.65,166.65,190,190,232.7,240.97,44.65,44.65,166.65,185.44,190,190
2022-01-04T09:00+00:00,98538.42,143324.84,154077.38,189.88,189.88,189.86,207.99,189.88,189.88,172.29,185.32,183.65,189.88,167.29,189.88,189.88,189.88,190.16,201.78,189.88,189.88,189.88,189.88,189.88,189.88,189.88,189.88,189.88,185.32,183.65,189.88,167.29,167.29,175.97,45.06,45.06,167.29,189.88,189.88,190.16,225.13,45.06,45.06,167.29,185.32,189.88,189.88
2022-01-04T10:00+00:00,99022.58,144703.15,155472.1,182.42,182.42,182.4,204.26,182.42,182.42,164.62,178.04,164.62,182.42,164.62,182.42,182.42,182.42,182.52,199.35,182.42,182.42,182.42,182.42,182.42,182.42,182.42,182.42,182.42,178.04,164.62,182.42,164.62,164.62,176.02,45.95,45.95,164.62,182.42,182.42,182.52,220.06,45.95,45.95,164.62,178.04,182.42,182.42
2022-01-04T11:00+00:00,98975.08,145602.02,157735.61,182.46,182.46,182.44,191.3,182.46,182.46,159.98,178.08,178.08,182.46,159.98,182.46,182.46,182.46,182.46,197,182.46,182.46,182.46,182.46,182.46,182.46,182.46,182.46,182.46,178.08,178.08,182.46,159.98,159.98,169.92,46.84,46.84,159.98,182.46,182.46,182.46,210.3,46.84,46.84,159.98,178.08,182.46,182.46
2022-01-04T12:00+00:00,99156.7,144919.04,156767.46,179.59,179.59,179.58,189.33,179.59,179.59,155.69,175.28,175.28,179.59,155.69,179.59,179.59,179.59,179.59,191.7,179.59,179.59,179.59,179.59,179.59,179.59,179.59,179.59,179.59,175.28,175.28,179.59,155.69,155.69,165.15,47,47,155.69,179.59,179.59,179.59,208.8,47,47,155.69,175.28,179.59,179.59
2022-01-04T13:00+00:00,99042.64,143710.88,156878.33,179,179,191.98,193.5,179,179,155.16,174.7,174.7,163.2,155.16,179,192,179,192,182.41,179,179,179,179,179,179,179,179,179,174.7,174.7,179,155.16,155.16,161.39,47.43,47.43,155.16,179,163.2,192,211.52,47.43,47.43,155.16,174.7,179,179
2022-01-04T14:00+00:00,99035.44,144270.01,154558.4,180.93,180.93,191.98,199.93,180.93,180.93,158.45,180.93,180.93,157.3,158.45,180.93,192,180.93,201.9,179.33,180.93,180.93,180.93,180.93,180.93,180.93,180.93,180.93,180.93,180.93,180.93,180.93,158.45,158.45,165.71,47.9,47.9,158.45,180.93,157.3,201.9,231.72,47.9,47.9,158.45,180.93,180.93,180.93
2022-01-04T15:00+00:00,98914.03,145542.94,155681.9,166.69,166.69,201.5,206.99,166.69,166.69,161.35,166.69,166.69,157.3,161.35,166.69,201.52,166.99,243.11,179,192.27,192.27,192.27,192.27,192.27,192.27,192.27,192.27,192.27,166.69,166.69,166.69,161.35,161.35,164.86,48.35,48.35,161.35,166.69,157.3,243.11,222.98,48.35,48.35,161.35,166.69,166.99,166.69
2022-01-04T16:00+00:00,98950.27,146680.42,160410.08,189.88,189.88,210.24,201.94,189.88,189.88,167.76,185.32,183.69,163.78,167.76,189.88,210.26,189.88,210.26,212,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,201.21,185.32,183.69,189.88,167.76,167.76,177.92,48.56,48.56,167.76,189.88,163.78,210.26,230.03,48.56,48.56,167.76,185.32,189.88,189.88
2022-01-04T17:00+00:00,98899.41,147116.53,160781.4,184.94,184.94,197.17,205.8,184.94,184.94,164.46,180.5,180.5,184.94,164.46,184.94,197.19,184.94,197.19,248,197.19,197.19,197.19,197.19,197.19,197.19,197.19,285,197.19,180.5,180.5,184.94,164.46,164.46,171.05,48.95,48.95,164.46,184.94,184.94,197.19,224,48.95,48.95,164.46,180.5,184.94,184.94
2022-01-04T18:00+00:00,98730.13,145452.94,160748.29,178.99,178.99,180.04,205.62,178.99,178.99,153.88,153.88,153.88,178.99,153.88,178.99,190.35,178.99,180.05,241.1,190.35,190.35,190.35,190.35,190.35,190.35,190.35,240,190.35,153.88,153.88,178.99,153.88,153.88,161.95,48.98,48.98,153.88,178.99,178.99,180.05,205.02,48.98,48.98,153.88,153.88,178.99,178.99
2022-01-04T19:00+00:00,98237.2,139874.43,156970.33,156.12,156.12,156.1,191.63,156.12,156.12,146.81,146.81,146.81,156.12,146.81,156.12,170.84,156.12,156.12,221,170.84,170.84,170.84,170.84,170.84,170.84,170.84,170.84,170.84,146.81,146.81,156.12,146.81,146.81,156.91,49.07,49.07,146.81,156.12,156.12,156.12,175.94,49.07,49.07,146.81,146.81,156.12,156.12
2022-01-04T20:00+00:00,97972.61,130217.09,153227.46,143.14,144.9,120.16,169.45,140.92,140.92,128.75,128.75,128.75,148.65,128.75,148.65,161.3,143.14,143.14,180.49,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,161.3,128.75,128.75,154.99,141.57,141.57,139.83,49.07,49.07,141.57,128.75,148.65,120.17,156.21,49.07,49.07,128.75,128.75,143.14,140.92
2022-01-04T21:00+00:00,97814.08,120846.9,149263.91,137.92,137.92,112.99,152.84,137.92,137.92,112.96,112.96,112.96,137.92,112.96,137.92,156.8,137.92,137.92,180,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,156.8,112.96,112.96,137.92,137.22,137.22,128.83,48.66,48.66,137.22,131.03,137.92,113,130.28,48.66,48.66,112.96,112.96,137.92,137.92
2022-01-04T22:00+00:00,97751.13,108865.34,144864.93,99.47,98.1,86.9,135.74,97.56,97.56,84.11,84.11,84.11,105,84.11,105,145.6,99.47,99.47,136,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,145.6,84.11,84.11,106,114.25,114.25,111.44,48.87,48.87,114.25,97.56,112.87,86.9,108.08,48.87,48.87,84.11,84.11,99.47,97.56
2022-01-04T23:00+00:00,97505.37,100704.86,142230.47,109.86,114.37,101.1,141.44,105.31,105.31,93.87,93.87,105.31,120.11,93.87,120.11,142.6,109.86,105.31,197.17,142.6,142.6,142.6,142.6,142.6,142.6,142.6,142.6,142.6,105.31,105.31,128.88,133.14,133.14,118.97,54.3,49.87,133.14,105.31,132.8,101.06,186.79,54.3,54.3,93.87,93.87,109.86,105.31
2022-01-05T00:00+00:00,97617.76,96862.8,140568.53,99.74,106.72,57.93,117.12,97.29,97.29,51.69,51.69,97.29,105.1,85.3,105.1,174,99.74,97.29,197.17,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,105.1,97.29,97.29,113.88,123.38,123.38,117.81,51.69,49.37,123.38,97.29,106.7,57.91,119.09,51.69,51.69,51.69,51.69,99.74,97.29
2022-01-05T01:00+00:00,97649.5,94183.64,138810.84,84.5,84.5,53.49,106.61,84.5,84.5,50.04,50.04,84.5,84.5,84.5,84.5,84.5,84.5,84.5,195,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5,111.65,111.65,106.98,50.04,48.94,111.65,94.87,84.5,53.47,113.14,50.04,50.04,50.04,50.04,84.5,84.5
2022-01-05T02:00+00:00,97833.31,91267.74,138948.42,75.38,75.38,58.69,92.61,75.38,75.38,49.53,49.53,75.38,75.38,75.38,75.38,75.38,75.38,75.38,173,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,103.37,103.37,102.97,49.53,48.15,103.37,94.37,80,58.67,112.38,49.53,49.53,49.53,49.53,75.38,75.38
2022-01-05T03:00+00:00,97513.44,91915.09,140313.1,79.11,79.11,79.14,91.26,79.11,79.11,50.07,50.07,79.11,79.11,79.11,79.11,79.11,79.11,79.11,172,79.11,79.11,79.11,79.11,79.11,79.11,79.11,79.11,79.11,79.11,79.11,79.11,105.86,105.86,103.01,49.99,49.18,105.86,96.52,79.11,79.11,111.05,49.99,49.99,50.07,50.07,79.11,79.11
2022-01-05T04:00+00:00,97752.72,98379.9,143483.5,94.79,94.79,94.83,105.97,94.79,94.79,93.39,93.39,94.79,94.79,94.79,94.79,94.79,94.79,94.79,187.59,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,121.68,121.68,115,50.04,49.82,121.68,97.91,94.79,94.79,123.52,50.04,50.04,93.39,93.39,94.79,94.79
2022-01-05T05:00+00:00,97892.08,107424.98,153775.08,118.04,90.21,118.09,159.64,118.04,99.16,99.16,99.16,121.92,169.04,121.92,169.04,181.41,145,118.04,195,181.41,181.41,181.41,181.41,181.41,181.41,181.41,181.41,181.41,121.92,121.92,158,138.33,138.33,132.92,63.24,63.24,138.33,122.43,169.04,118.04,129.03,63.24,63.24,99.16,99.16,145,118.04
2022-01-05T06:00+00:00,98530.18,119862.4,163058.44,134.45,139,134.51,194.54,124.69,101.15,101.15,101.15,139.9,206.07,139.9,215.98,134.45,134.45,134.45,241.41,215.98,215.98,215.98,215.98,215.98,215.98,215.98,215.98,215.98,139.9,139.9,188.04,138.75,138.75,155.52,70.06,70.06,138.75,124.69,206.07,134.45,157.03,70.06,70.06,101.15,101.15,134.45,124.69
2022-01-05T07:00+00:00,99039.58,127479.62,171947.41,154.6,181.61,154.66,206.37,147.74,129.56,129.56,129.56,147.74,211.13,147.74,211.13,154.6,154.6,154.6,231,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,147.74,147.74,227.4,138.79,138.79,161.09,66,66,138.79,147.74,211.13,154.6,149.29,66,66,129.56,129.56,154.6,147.74
2022-01-05T08:00+00:00,99145.06,129518.48,179249.89,147.18,168.02,147.24,205.44,147.18,113.37,121.09,121.09,141.47,213.86,141.47,226.52,147.18,147.18,147.18,235,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,141.47,141.47,231,139.15,139.15,153.5,57.06,57.06,139.15,141.47,213.86,147.18,145.58,57.06,57.06,121.09,121.09,147.18,147.18
2022-01-05T09:00+00:00,99266.15,129293.5,186501.47,138.56,157.55,138.62,203.82,138.56,94.43,135.05,135.05,135.97,209.1,135.97,224.45,138.56,138.56,138.56,255.47,224.45,224.45,224.45,224.45,224.45,224.45,224.45,224.45,224.45,135.97,135.97,228.7,139.08,139.08,149.55,52.75,52.75,139.08,135.97,209.1,138.56,146.9,52.75,52.75,135.05,135.05,138.56,138.56
2022-01-05T10:00+00:00,99234.63,129880.84,193126.47,129.99,161.72,130.05,201.63,129.99,98.1,129.99,129.99,129.99,202.8,129.99,202.8,129.99,129.99,129.99,235.87,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,129.99,129.99,220,138.07,138.07,149.48,52.91,52.91,138.07,129.99,202.8,129.99,145.75,52.91,52.91,129.99,129.99,129.99,129.99
2022-01-05T11:00+00:00,99237.09,128222.98,195953.79,131.97,140,132.03,194.5,131.97,95.68,131.97,131.97,150.31,199.89,150.31,205,131.97,131.97,131.97,235.26,205,205,205,205,205,205,205,205,205,150.31,150.31,198.63,136.93,136.93,148.1,49.92,49.92,136.93,131.97,199.89,131.97,141.47,49.92,49.92,131.97,131.97,131.97,131.97
2022-01-05T12:00+00:00,99372.85,126471.27,196266.99,130.67,144.03,130.73,192.41,130.67,96.8,130.67,130.67,134.71,197.34,134.71,197.34,130.67,130.67,130.67,235.26,214.9,214.9,214.9,214.9,214.9,214.9,214.9,214.9,214.9,134.71,134.71,200,136.87,136.87,146.58,49.86,49.86,136.87,130.67,197.34,130.67,133.92,49.86,49.86,130.67,130.67,130.67,130.67
2022-01-05T13:00+00:00,99317.39,128690.26,189317.8,134.6,170.59,134.65,192.94,134.6,107.32,121.39,121.39,149.92,195.6,149.92,195.6,134.6,134.6,134.6,244,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,217.92,149.92,149.92,220,136.61,136.61,148.42,49.71,49.71,136.61,134.6,195.6,134.6,143.25,49.71,49.71,121.39,121.39,134.6,134.6
2022-01-05T14:00+00:00,99359.41,131828.09,180837.41,146.61,206.51,146.67,195.36,146.61,119.48,122.42,122.42,160.01,200,160.01,200,146.61,146.61,146.61,246,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,160.01,160.01,215,137.05,137.05,154.83,49.58,49.58,137.05,127.46,200,146.61,156.06,49.58,49.58,122.42,122.42,146.61,146.61
2022-01-05T15:00+00:00,99476.35,136490.63,177305.85,161.18,217.07,161.25,199.46,161.18,137.28,137.28,137.28,137.28,206.07,137.28,206.07,196,161.18,161.18,260.26,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,226.52,137.28,137.28,228.7,141.67,141.67,164.85,48.93,48.93,141.67,137.28,206.07,161.18,173.78,48.93,48.93,137.28,137.28,161.18,161.18
2022-01-05T16:00+00:00,99811.46,140323.74,176903.13,178.76,240.55,178.84,226.14,170,148.09,148.09,148.09,148.09,211.23,148.09,242.1,236.18,178.76,178.76,288.82,265,265,265,265,265,265,265,265,265,148.09,148.09,299,148.09,148.09,169.65,48.26,48.26,148.09,116.43,211.23,178.76,197.48,48.26,48.26,148.09,148.09,178.76,170
2022-01-05T17:00+00:00,99969.48,141239.46,179786.2,179.56,240,179.64,242.29,139.88,139.88,139.88,139.88,139.88,225,139.88,265,179.56,179.56,179.56,350,265,265,265,265,265,265,265,265,265,139.88,139.88,315.25,143.76,143.76,164.3,47.95,47.95,143.76,118.93,225,179.56,186.35,47.95,47.95,139.88,139.88,179.56,139.88
2022-01-05T18:00+00:00,99974.99,140136.85,178747.86,175.72,220,175.8,237.67,135.75,135.75,135.75,135.75,135.75,250.34,135.75,265,175.72,175.72,175.72,323.7,265,265,265,265,265,265,265,265,265,135.75,135.75,251.03,140.09,140.09,158.71,47.11,47.11,140.09,125.81,250.34,175.72,181.35,47.11,47.11,135.75,135.75,175.72,135.75
2022-01-05T19:00+00:00,99947.58,135394.46,170703.04,158.6,200.1,158.66,206.79,119.93,119.93,119.93,119.93,119.93,241.93,119.93,241.93,158.6,158.6,158.6,311.87,241.93,241.93,241.93,241.93,241.93,241.93,241.93,241.93,241.93,119.93,119.93,181.1,137.65,137.65,148.98,46.29,46.29,137.65,119.93,241.93,158.6,175.08,46.29,46.29,119.93,119.93,158.6,119.93
2022-01-05T20:00+00:00,99998.42,128022.89,163106.53,137.15,151.97,137.21,193.23,98.09,98.09,98.09,98.09,98.09,218.95,98.09,218.95,137.15,137.15,137.15,225,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,218.95,98.09,98.09,227.8,139,139,147.1,45.54,45.54,139,98.09,218.95,137.15,158.37,45.54,45.54,98.09,98.09,137.15,98.09
2022-01-05T21:00+00:00,100004.63,122257.62,154089.34,144.44,182.35,144.5,189.35,118.71,118.71,118.71,118.71,118.71,207.46,118.71,207.46,207.46,144.44,144.44,209,207.46,207.46,207.46,207.46,207.46,207.46,207.46,207.46,207.46,118.71,118.71,141.45,136.92,136.92,138.77,43.21,43.21,136.92,118.71,207.46,144.44,180.09,43.21,43.21,118.71,118.71,144.44,118.71
2022-01-05T22:00+00:00,100064.89,115109.97,148929.45,129.63,171.8,119.69,180.55,99.68,99.68,99.68,97.29,97.29,200,97.29,200,200,129.63,129.63,195,200,200,200,200,200,200,200,200,200,97.29,97.29,140,135.52,135.52,133.73,42.94,42.94,135.52,97.29,200,119.64,129.08,42.94,42.94,97.29,97.29,129.63,99.68
2022-01-05T23:00+00:00,99671.94,105529.27,146810.64,131.92,191.54,34.48,195.42,99.85,99.85,99.85,93.29,98.46,207.15,93.29,207.15,207.15,131.92,131.92,229.44,207.15,207.15,207.15,207.15,207.15,207.15,207.15,207.15,207.15,98.46,98.46,225,125.81,125.81,136.25,52.08,47.94,125.81,98.46,207.15,131.92,129.81,52.08,52.08,93.29,93.29,131.92,99.85
2022-01-06T00:00+00:00,99313.57,101356.2,141166.69,128.47,190,33.58,177.06,101.32,101.32,101.32,80.77,92.92,204.22,80.77,204.22,195,128.47,128.47,221.89,195,195,195,195,195,195,195,195,195,92.92,92.92,187.87,124.94,124.94,135.95,51.77,46.61,124.94,92.92,204.22,128.47,113.99,51.77,51.77,80.77,80.77,128.47,101.32
2022-01-06T01:00+00:00,99274.56,101521.88,136110.82,132.25,191.34,29.59,170.93,110.01,110.01,110.01,78.08,90.99,191.82,78.08,191.82,189.44,132.25,113.21,187.6,189.44,189.44,189.44,191.82,189.44,189.44,189.44,189.44,189.44,90.99,90.99,218,125.01,125.01,136.27,52.31,45.82,125.01,90.99,191.82,113.21,112.95,52.31,52.31,78.08,78.08,132.25,110.01
2022-01-06T02:00+00:00,99371.28,101563.91,132863.42,130,176.57,29.16,155.39,111.55,111.55,111.55,81.97,88.94,180.7,81.97,180.7,111.55,130,111.55,138.6,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,180.7,88.94,88.94,188,129.93,129.93,138.65,51.78,44.12,129.93,88.94,180.7,111.55,119.32,51.78,51.78,81.97,81.97,130,111.55
